requirement_id,sentence,time_behavior,resource_utilization,efficiency_compliance,others
RQ2110,,0,0,0,1
RQ2111,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ2112,Memory use limit: low priority,0,1,0,0
RQ2113,Handle in short time.,1,0,0,0
RQ2114,Handle in short time.,1,0,0,0
RQ2115,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2116,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ2117,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2118,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2119,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ2120,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2121,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2122,Traffic updates every moment,1,0,0,0
RQ2123,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ2124,,0,0,0,1
RQ2125,CPU never exceed 50% ideally,0,1,0,0
RQ2126,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2127,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ2128,Ensure fast ops!!,1,0,0,0
RQ2129,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ2130,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ2131,Maintain efficiency standard 100%,0,0,1,0
RQ2132,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2133,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2134,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ2135,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2136,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2137,Follow national standards for traffic resource optimization.,0,0,1,0
RQ2138,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2139,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ2140,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2141,Follow national specs,0,0,1,0
RQ2142,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2143,CPU never exceed 50% ideally,0,1,0,0
RQ2144,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ2145,Ensure fast ops!!,1,0,0,0
RQ2146,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ2147,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ2148,Handle in short time.,1,0,0,0
RQ2149,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ2150,Follow national specs,0,0,1,0
RQ2151,CPU never exceed 50% ideally,0,1,0,0
RQ2152,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ2153,Memory use limit: low priority,0,1,0,0
RQ2154,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ2155,Memory use limit: low priority,0,1,0,0
RQ2156,The system must comply with international performance standards.,0,0,1,0
RQ2157,Memory use limit: low priority,0,1,0,0
RQ2158,Adjust according to flow,1,0,0,0
RQ2159,CPU never exceed 50% ideally,0,1,0,0
RQ2160,Memory use limit: low priority,0,1,0,0
RQ2161,CPU never exceed 50% ideally,0,1,0,0
RQ2162,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ2163,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2164,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2165,,0,0,0,1
RQ2166,Follow national specs,0,0,1,0
RQ2167,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ2168,Ensure fast ops!!,1,0,0,0
RQ2169,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2170,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ2171,Ensure fast ops!!,1,0,0,0
RQ2172,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2173,Follow national specs,0,0,1,0
RQ2174,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ2175,,0,0,0,1
RQ2176,Optimize network quickly!,0,0,0,1
RQ2177,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2178,Maintain efficiency standard 100%,0,0,1,0
RQ2179,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ2180,Handle in short time.,1,0,0,0
RQ2181,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ2182,Follow national standards for traffic resource optimization.,0,0,1,0
RQ2183,,0,0,0,1
RQ2184,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2185,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ2186,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ2187,Adjust according to flow,1,0,0,0
RQ2188,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2189,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ2190,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ2191,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2192,Ensure fast ops!!,1,0,0,0
RQ2193,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2194,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ2195,Maintain efficiency standard 100%,0,0,1,0
RQ2196,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2197,Ensure fast ops!!,1,0,0,0
RQ2198,Adjust according to flow,1,0,0,0
RQ2199,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ2200,,0,0,0,1
RQ2201,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ2202,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ2203,Ensure fast ops!!,1,0,0,0
RQ2204,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ2205,Adjust according to flow,1,0,0,0
RQ2206,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2207,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2208,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ2209,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ2210,Traffic updates every moment,1,0,0,0
RQ2211,Handle in short time.,1,0,0,0
RQ2212,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ2213,,0,0,0,1
RQ2214,,0,0,0,1
RQ2215,Follow national standards for traffic resource optimization.,0,0,1,0
RQ2216,Optimize network quickly!,0,0,0,1
RQ2217,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2218,CPU never exceed 50% ideally,0,1,0,0
RQ2219,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ2220,Follow national specs,0,0,1,0
RQ2221,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ2222,Memory use limit: low priority,0,1,0,0
RQ2223,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2224,,0,0,0,1
RQ2225,Ensure updates every second during peak hours to avoid traffic build-up.,1,0,0,0
RQ2226,Memory use limit: low priority,0,1,0,0
RQ2227,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ2228,Handle in short time.,1,0,0,0
RQ2229,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2230,Handle in short time.,1,0,0,0
RQ2231,Memory use limit: low priority,0,1,0,0
RQ2232,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2233,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2234,Maintain efficiency standard 100%,0,0,1,0
RQ2235,Follow national specs,0,0,1,0
RQ2236,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ2237,Maintain efficiency standard 100%,0,0,1,0
RQ2238,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ2239,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2240,Follow national specs,0,0,1,0
RQ2241,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ2242,Memory use limit: low priority,0,1,0,0
RQ2243,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2244,Handle in short time.,1,0,0,0
RQ2245,Ensure fast ops!!,1,0,0,0
RQ2246,CPU never exceed 50% ideally,0,1,0,0
RQ2247,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ2248,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ2249,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ2250,Traffic updates every moment,1,0,0,0
RQ2251,Adjust according to flow,1,0,0,0
RQ2252,Compliance with city regulations for efficient traffic handling is required.,0,0,1,0
RQ2253,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ2254,Follow national standards for traffic resource optimization.,0,0,1,0
RQ2255,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2256,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ2257,,0,0,0,1
RQ2258,Adjust according to flow,1,0,0,0
RQ2259,Handle in short time.,1,0,0,0
RQ2260,Adjust according to flow,1,0,0,0
RQ2261,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ2262,Optimize network quickly!,0,0,0,1
RQ2263,Maintain efficiency standard 100%,0,0,1,0
RQ2264,CPU never exceed 50% ideally,0,1,0,0
RQ2265,,0,0,0,1
RQ2266,Ensure fast ops!!,1,0,0,0
RQ2267,Memory use limit: low priority,0,1,0,0
RQ2268,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ2269,Maintain efficiency standard 100%,0,0,1,0
RQ2270,Adjust according to flow,1,0,0,0
RQ2271,Optimize network quickly!,0,0,0,1
RQ2272,Traffic system should cap network usage at 15% during off-peak.,0,1,0,0
RQ2273,Optimize network quickly!,0,0,0,1
RQ2274,Follow national standards for traffic resource optimization.,0,0,1,0
RQ2275,CPU never exceed 50% ideally,0,1,0,0
RQ2276,Traffic updates every moment,1,0,0,0
RQ2277,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2278,Follow national specs,0,0,1,0
RQ2279,CPU never exceed 50% ideally,0,1,0,0
RQ2280,,0,0,0,1
RQ2281,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ2282,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ2283,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ2284,,0,0,0,1
RQ2285,Ensure fast ops!!,1,0,0,0
RQ2286,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ2287,,0,0,0,1
RQ2288,Traffic updates every moment,1,0,0,0
RQ2289,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ2290,Follow efficiency benchmarks to manage real-time traffic flow.,0,0,1,0
RQ2291,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ2292,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2293,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ2294,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ2295,Traffic management must support real-time updates for congestion alerts.,1,0,0,0
RQ2296,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2297,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ2298,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2299,Adjust according to flow,1,0,0,0
RQ2300,Maintain efficiency standard 100%,0,0,1,0
RQ2301,The system must comply with international performance standards.,0,0,1,0
RQ2302,Follow national specs,0,0,1,0
RQ2303,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2304,Ensure fast ops!!,1,0,0,0
RQ2305,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ2306,Memory use limit: low priority,0,1,0,0
RQ2307,Traffic updates every moment,1,0,0,0
RQ2308,Ensure fast ops!!,1,0,0,0
RQ2309,,0,0,0,1
RQ2310,Ensure real-time data exchange with less than 1-second delay.,1,0,0,0
RQ2311,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2312,Follow national specs,0,0,1,0
RQ2313,Optimize network quickly!,0,0,0,1
RQ2314,Optimize network quickly!,0,0,0,1
RQ2315,Ensure fast ops!!,1,0,0,0
RQ2316,Traffic updates every moment,1,0,0,0
RQ2317,System must comply with ISO 25010 for efficiency standards.,0,0,1,0
RQ2318,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ2319,Optimize network quickly!,0,0,0,1
RQ2320,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2321,,0,0,0,1
RQ2322,Maintain efficiency standard 100%,0,0,1,0
RQ2323,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2324,Ensure fast ops!!,1,0,0,0
RQ2325,"System should handle 15,000 connections without speed degradation.",1,0,0,0
RQ2326,Follow national specs,0,0,1,0
RQ2327,System response time should be under 1 second for emergency signals.,1,0,0,0
RQ2328,Handle in short time.,1,0,0,0
RQ2329,,0,0,0,1
RQ2330,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2331,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ2332,Signal adjustments should maintain less than 2 seconds delay at intersections.,1,0,0,0
RQ2333,Memory consumption should not exceed 50% during operations.,0,1,0,0
RQ2334,System should maintain under 20% CPU load during low traffic periods.,0,1,0,0
RQ2335,,0,0,0,1
RQ2336,,0,0,0,1
RQ2337,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ2338,Emergency vehicle prioritization updates must occur in 1 second.,1,0,0,0
RQ2339,Memory use limit: low priority,0,1,0,0
RQ2340,Optimize network quickly!,0,0,0,1
RQ2341,,0,0,0,1
RQ2342,Adjust according to flow,1,0,0,0
RQ2343,Handle in short time.,1,0,0,0
RQ2344,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2345,Follow national standards for traffic resource optimization.,0,0,1,0
RQ2346,CPU never exceed 50% ideally,0,1,0,0
RQ2347,Memory use limit: low priority,0,1,0,0
RQ2348,Ensure no more than 25% network consumption in high-density zones.,0,1,0,0
RQ2349,Adjust according to flow,1,0,0,0
RQ2350,Traffic updates every moment,1,0,0,0
RQ2351,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2352,System should limit storage usage to 40% under regular load.,0,1,0,0
RQ2353,Traffic flow updates must meet ISO standards for accuracy.,0,0,1,0
RQ2354,Maintain efficiency standard 100%,0,0,1,0
RQ2355,Adjust according to flow,1,0,0,0
RQ2356,The system must comply with international performance standards.,0,0,1,0
RQ2357,Traffic data processing should complete within 5 seconds for real-time management.,1,0,0,0
RQ2358,Keep resource usage under 60% for normal traffic conditions.,0,1,0,0
RQ2359,Adjust according to flow,1,0,0,0
RQ2360,Ensure fast ops!!,1,0,0,0
RQ2361,System must adjust to traffic pattern changes within 2 seconds.,1,0,0,0
RQ2362,,0,0,0,1
RQ2363,CPU utilization must not exceed 75% during peak traffic hours.,0,1,0,0
RQ2364,Traffic updates every moment,1,0,0,0
RQ2365,,0,0,0,1
RQ2366,Network bandwidth usage should stay below 20% to avoid bottlenecks.,0,1,0,0
RQ2367,Ensure fast ops!!,1,0,0,0
RQ2368,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2369,The system must update traffic signals within 3 seconds to reduce congestion.,1,0,0,0
RQ2370,Memory usage must be under 30% during standard operations.,0,1,0,0
RQ2371,"System should handle 15,000 connections without speed degradation.",1,0,0,0
